customer_id,first_name,last_name,address,pincode,phone_number,customer_joining_date
4986.0,Balveer,Choudhury,"31/30, Devan Nagar, Anand 799736",376853.0,913000656779.0,2021-04-20
6642.0,Kalpit,Divan,"15, Zacharia Nagar, Buxar-919980",331701.0,911454391537.0,2022-05-14
1.6035786697600196,,Radhakrishnan,844.0563094207058,351147.0,1346045138.0,2022-02-28
2420.0,Raghav,672.7298259574962,,668002.0,6956574158.0,2022-01-21
3399052109.0,Zinal,Venkataraman,"832, Majumdar Road, Ongole-286732",705304.0,8576.0,2022-07-20
1637.0,Anita,Barman,"H.No. 88, Upadhyay Chowk, Orai 493235",485277.0,29562838.0,417.6528485833523
2482.0,Rushil,Datta,"H.No. 84, Gera, Bhilwara 569429",6233.0,919563687082.0,2021-09-03
1.6035786697600196,Falan,Dyal,"83/055, Keer Zila, Sangli-Miraj & Kupwad 579300",illo,919195103295.0,
,Nathan,Bhavsar,"17, Ghose Chowk, Raebareli 243671",283282.0,7260407415.0,2023-04-28
9456.0,Zarna,672.7298259574962,"13, Balan Street, Medininagar-357773",914256.0,174127259.0,2020-11-20
8164.0,Aachal,Rau,"H.No. 52, Nanda Circle, Ahmednagar 518831",,8548828062.0,2022-04-21
6319.0,Max,,"50/82, Soman Ganj, Hazaribagh 233039",979848.0,6088517854.0,2020-03-25
8603.0,Anirudh,Yadav,"46/96, Lad Marg, Bareilly-531748",968536.0,9467400130.0,2021-12-24
7038.0,Oni,Reddy,"175, Bhargava Ganj, Dhule 885357",194099.0,6266783729.0,2021-09-29
4045.0,Aadhya,Jha,"H.No. 854, Gulati Chowk, Tadipatri-177232",148398.0,facilis,2021-10-12
8236.0,Wazir,Patla,"42/047, Wagle Road, Karnal-622105",487499.0,915507471565.0,2022-02-07
6317.0,Riya,Bassi,"23/159, Parmar Zila, Sri Ganganagar-469379",281648.0,916374678740.0,2021-05-17
7841.0,Jagdish,Shan,"76/97, Samra Road, Motihari-476980",386800.0,facilis,
1405.0,Advik,Venkataraman,"96/31, Viswanathan Chowk, South Dumdum-382071",187990.0,255132491.0,2020-01-31
7350.0,819.9427617581215,Palla,"H.No. 31, Kashyap, Bally 172013",763900.0,8203031333.0,2021-12-04
1489.0,Faris,Nigam,"404, Biswas Road, Bareilly-682816",411987.0,914716418684.0,2020-01-25
3346.0,,Naidu,"54/055, Apte Street, Bokaro-874973",901224.0,6847452734.0,417.6528485833523
Char,819.9427617581215,6882.0,844.0563094207058,447450.0,913908644331.0,2022-09-10
8341.0,Jatin,Dhar,,,,2020-01-01
5253.0,Jagdish,Sodhi,"H.No. 57, Sarma Chowk, Jorhat-960770",illo,,2020-04-20
